eia_id,hifld_name,hifld_state,customers
13815,NORTHWESTERN WISCONSIN ELEC CO,WI,14913
13936,OAKDALE ELECTRIC COOP,WI,18489
13963,OCONOMOWOC UTILITIES,WI,10641
13964,OCONTO ELECTRIC COOPERATIVE,WI,10223
15344,POLK-BURNETT ELECTRIC COOP,WI,21606
16060,RIVERLAND ENERGY COOPERATIVE,WI,19061
16196,ROCK ENERGY COOPERATIVE,WI,18081
16740,SCENIC RIVERS ENERGY COOP,WI,14422
17868,ST CROIX ELECTRIC COOP,WI,11562
18312,SUN PRAIRIE UTILITIES,WI,17383
18336,SUPERIOR WATER AND LIGHT CO,WI,15242
19813,VERNON ELECTRIC COOP,WI,11449
20847,WISCONSIN ELECTRIC POWER CO,WI,1148141
20856,WISCONSIN POWER & LIGHT CO,WI,492811
20860,WISCONSIN PUBLIC SERVICE CORP,WI,458948
20862,WISCONSIN RAPIDS W W & L COMM,WI,14453
4715,DAHLBERG LIGHT & POWER CO,WI,12065
5417,DUNN COUNTY ELECTRIC COOP,WI,10372
5632,EAU CLAIRE ELECTRIC COOP,WI,12155
60631,UPPER MICHIGAN ENERGY RESOURCES CORP.,WI,37143
11053,LINN COUNTY REC,IA,32965
12341,MIDAMERICAN ENERGY CO,IA,810356
12450,MIDLAND POWER COOP,IA,12304
12642,MAQUOKETA VALLEY RRL ELEC COOP,IA,16784
13143,BOARD OF WATER ELECTRIC & COMMUNICATIONS,IA,11705
17260,NORTH WEST RURAL ELECTRIC COOP,IA,10223
3203,CEDAR FALLS UTILITIES,IA,19997
554,CITY OF AMES - (IA),IA,27950
5605,EASTERN IOWA LIGHT & POWER COOP,IA,23968
9417,INTERSTATE POWER AND LIGHT CO,IA,499378
9425,IOWA LAKES ELECTRIC COOP,IA,13081
12395,MENARD ELECTRIC COOP,IL,10970
13208,CITY OF NAPERVILLE - (IL),IL,62100
1325,CITY OF BATAVIA - (IL),IL,11194
13292,NORRIS ELECTRIC COOP,IL,20210
17585,"SOUTHEASTERN IL ELEC COOP, INC",IL,24907
17631,SOUTHERN ILLINOIS ELEC COOP,IL,11212
17697,SOUTHWESTERN ELECTRIC COOP INC - (IL),IL,24007
17828,CITY OF SPRINGFIELD - (IL),IL,71917
17860,CITY OF ST CHARLES - (IL),IL,16266
18955,"TRI-COUNTY ELECTRIC COOP, INC (IL)",IL,16561
20222,WAYNE-WHITE COUNTIES ELEC COOP,IL,13684
4110,COMMONWEALTH EDISON CO,IL,4111175
4362,CORN BELT ENERGY CORPORATION,IL,36807
5535,EGYPTIAN ELECTRIC COOP ASSN,IL,15378
5585,EASTERN ILLINOIS ELEC COOP,IL,13526
7096,CITY OF GENEVA- (IL),IL,10456
9209,ILLINOIS RURAL ELECTRIC COOP,IL,10306
9750,"JO-CARROLL ENERGY, INC",IL,20359
10448,KOSCIUSKO COUNTY RURAL E M C,IN,18700
11142,CITY OF LOGANSPORT - (IN),IN,12808
12674,CITY OF MISHAWAKA,IN,28613
1283,BARTHOLOMEW COUNTY RURAL E M C,IN,11984
12929,SOUTH CENTRAL INDIANA REMC,IN,34769
13647,NOBLE COUNTY R E M C,IN,11575
13756,NORTHERN INDIANA PUB SERV CO,IN,485959
14471,PARKE COUNTY RURAL E M C,IN,12497
14839,CITY OF PERU - (IN),IN,10466
15470,"DUKE ENERGY INDIANA, LLC",IN,881328
15989,CITY OF RICHMOND - (IN),IN,21268
17038,RUSHSHELBY ENERGY,IN,14894
17599,SOUTHEASTERN INDIANA R E M C,IN,28020
17633,SOUTHERN INDIANA GAS & ELEC CO,IN,151007
18940,TIPMONT RURAL ELEC MEMBER CORP,IN,29290
19667,UTILITIES DIST-WESTERN IN REMC,IN,19718
20216,WHITEWATER VALLEY RURAL EMC,IN,12135
20603,NORTHEASTERN RURAL E M C,IN,31284
22822,CLARK COUNTY RURAL E M C - (IN),IN,27248
24753,BOONE COUNTY RURAL EMC,IN,17222
25295,WESTERN INDIANA ENERGY REMC,IN,17298
27599,CARROLL-WHITE REMC,IN,14970
4508,"CRAWFORDSVILLE ELEC, LGT & PWR",IN,10123
5394,DUBOIS RURAL ELECTRIC COOP INC,IN,14250
59505,HEARTLAND REMC,IN,18233
636,CITY OF ANDERSON - (IN),IN,34777
7627,CITY OF GREENFIELD - (IN),IN,12097
8000,NINESTAR CONNECT,IN,17794
8179,HARRISON COUNTY RURAL E M C,IN,24114
8447,HENDRICKS COUNTY RURAL E M C,IN,36625
9273,INDIANAPOLIS POWER & LIGHT CO,IN,519319
9324,INDIANA MICHIGAN POWER CO,IN,607710
9576,JACKSON COUNTY RURAL E M C - (IN),IN,25098
9778,JOHNSON COUNTY RURAL E M C,IN,30232
9999,KANKAKEE VALLEY RURAL E M C,IN,21364
10331,KINGSPORT POWER CO,OH,48820
10668,LICKING RURAL ELECTRIC INC,OH,27116
11200,"LORAIN-MEDINA R E C, INC",OH,16693
12390,METROPOLITAN EDISON CO,OH,585024
12515,"MIDWEST ELECTRIC, INC",OH,11059
12990,CONSOLIDATED COOPERATIVE,OH,18771
13602,CITY OF NILES - (OH),OH,13056
13998,OHIO EDISON CO,OH,1065865
14006,OHIO POWER CO,OH,1519059
14381,CITY OF PAINESVILLE,OH,12660
14599,"PAULDING-PUTMAN ELEC COOP, INC",OH,13454
14711,PENNSYLVANIA ELECTRIC CO,OH,588187
14716,PENNSYLVANIA POWER CO,OH,170274
15054,"PIONEER RURAL ELEC COOP, INC - (OH)",OH,17068
15095,CITY OF PIQUA - (OH),OH,10851
18085,SOUTH CENTRAL POWER COMPANY,OH,124742
18997,THE TOLEDO EDISON CO,OH,314502
19501,"UNION RURAL ELECTRIC COOP, INC",OH,11423
19951,CITY OF WADSWORTH - (OH),OH,13723
20150,WASHINGTON ELECTRIC COOP - (OH),OH,10527
20477,CITY OF WESTERVILLE - (OH),OH,17932
20521,WHEELING POWER CO,OH,41558
2054,CITY OF BOWLING GREEN - (OH),OH,14700
22053,KENTUCKY POWER CO,OH,164184
2502,"BUCKEYE RURAL ELEC COOP, INC",OH,18605
2651,BUTLER RURAL ELECTRIC COOP INC - (OH),OH,11723
3076,"CARROLL ELECTRIC COOP, INC - (OH)",OH,11996
3542,DUKE ENERGY OHIO INC,OH,750370
3755,CLEVELAND ELECTRIC ILLUM CO,OH,755417
3762,CITY OF CLEVELAND - (OH),OH,73645
4065,CITY OF COLUMBUS - (OH),OH,17453
4683,CITY OF CUYAHOGA FALLS - (OH),OH,26391
4922,DAYTON POWER & LIGHT CO,OH,534482
733,APPALACHIAN POWER CO,OH,963756
7891,GUERNSEY-MUSKINGUM EL COOP INC,OH,17107
7977,CITY OF HAMILTON - (OH),OH,29601
8034,HANCOCK-WOOD ELECTRIC COOP INC,OH,13355
8761,HOLMES-WAYNE ELECTRIC COOP INC,OH,17778
9726,JERSEY CENTRAL POWER & LT CO,OH,1155416
10000,EVERGY METRO,MO,575300
10370,CITY OF KIRKWOOD - (MO),MO,10254
10603,"LACLEDE ELECTRIC COOP, INC",MO,38374
11463,MACON ELECTRIC COOP,MO,11551
12698,EVERGY MISSOURI WEST,MO,340298
13520,"NEW-MAC ELECTRIC COOP, INC",MO,18932
14192,OSAGE VALLEY ELEC COOP ASSN,MO,17656
14285,OZARK BORDER ELECTRIC COOP,MO,40669
14288,OZARK ELECTRIC COOP INC - (MO),MO,34763
15138,"PLATTE-CLAY ELECTRIC COOP, INC",MO,26149
16511,SAC-OSAGE ELECTRIC COOP INC,MO,11632
16751,THREE RIVERS ELECTRIC COOP,MO,23946
16805,SEMO ELECTRIC COOPERATIVE,MO,16258
1775,BLACK RIVER ELECTRIC COOP - (MO),MO,24829
17833,CITY UTILITIES OF SPRINGFIELD - (MO),MO,119341
19436,UNION ELECTRIC CO - (MO),MO,1250115
2001,BOONE ELECTRIC COOP,MO,34266
20318,WEBSTER ELECTRIC COOP,MO,19163
20363,WEST CENTRAL ELECTRIC COOP INC - (MO),MO,14899
20574,WHITE RIVER VALLEY EL COOP INC,MO,46625
27238,"SOUTHWEST ELECTRIC COOP, INC",MO,43496
3268,CENTRAL MISSOURI ELEC COOP INC,MO,11255
3600,CITIZENS ELECTRIC CORPORATION - (MO),MO,27922
3634,CITY OF NIXA - (MO),MO,11247
4045,CITY OF COLUMBIA - (MO),MO,52238
4063,CO-MO ELECTRIC COOP INC,MO,32675
4160,CALLAWAY ELECTRIC COOPERATIVE,MO,13320
4524,"CRAWFORD ELECTRIC COOP, INC",MO,21099
4675,CUIVRE RIVER ELECTRIC COOP INC,MO,71152
56697,AMEREN ILLINOIS COMPANY,MO,1229377
5860,EMPIRE DISTRICT ELECTRIC CO,MO,181326
6181,"FARMERS ELECTRIC COOP, INC - (MO)",MO,13426
7024,GASCOSAGE ELECTRIC COOP,MO,10091
8934,"HOWELL-OREGON ELEC COOP, INC",MO,25232
9231,CITY OF INDEPENDENCE - (MO),MO,58607
9331,INTERCOUNTY ELECTRIC COOP ASSN,MO,31405
12796,MONONGAHELA POWER CO,PA,395843
14715,PPL ELECTRIC UTILITIES CORP,PA,1472811
14940,PECO ENERGY CO,PA,1691292
15263,THE POTOMAC EDISON COMPANY,PA,436125
19390,"UGI UTILITIES, INC",PA,64325
20387,WEST PENN POWER COMPANY,PA,735510
3329,BOROUGH OF CHAMBERSBURG,PA,11466
40167,"SOMERSET RURAL ELEC COOP, INC",PA,13856
40219,"UNITED ELECTRIC COOP, INC - (PA)",PA,19110
40220,ADAMS ELECTRIC COOPERATIVE INC,PA,33700
40222,VALLEY RURAL ELECTRIC COOP INC,PA,23549
40224,"CENTRAL ELECTRIC COOP, INC - (PA)",PA,25564
40289,CLAVERACK RURAL ELEC COOP INC,PA,19019
40290,TRI-COUNTY RURAL ELEC COOP INC (PA),PA,19514
40292,REA ENERGY COOP INC,PA,22769
40293,"NORTHWESTERN RURAL E C A, INC - (PA)",PA,19587
5487,DUQUESNE LIGHT CO,PA,616608
15477,PUBLIC SERVICE ELEC & GAS CO,NJ,2346142
19856,CITY OF VINELAND - (NJ),NJ,25948
2650,BOROUGH OF BUTLER - (NJ),NJ,11795
40299,SUSSEX RURAL ELECTRIC COOP INC,NJ,12019
963,ATLANTIC CITY ELECTRIC CO,NJ,567226
1167,BALTIMORE GAS & ELECTRIC CO,MD,1329038
17637,SOUTHERN MARYLAND ELEC COOP INC,MD,173161
3503,"CHOPTANK ELECTRIC COOPERATIVE, INC",MD,56142
5625,EASTON UTILITIES COMM,MD,10986
7908,HAGERSTOWN LIGHT DEPARTMENT,MD,17532
1062,BARC ELECTRIC COOP INC,VA,12965
11560,CITY OF MANASSAS - (VA),VA,16209
12260,MECKLENBURG ELECTRIC COOPERATIVE,VA,31860
13640,NORTHERN VIRGINIA ELEC COOP,VA,178903
13762,"NORTHERN NECK ELEC COOP, INC",VA,19964
15410,PRINCE GEORGE ELECTRIC COOP,VA,12256
16558,CITY OF SALEM - (VA),VA,13462
17066,SHENANDOAH VALLEY ELEC COOP,VA,99617
19876,VIRGINIA ELECTRIC & POWER CO,VA,2725288
21244,"SOUTHSIDE ELECTRIC COOP, INC",VA,58372
2248,BRISTOL VIRGINIA UTILITIES,VA,16393
3291,CENTRAL VIRGINIA ELECTRIC COOP,VA,38468
40228,RAPPAHANNOCK ELECTRIC COOP,VA,174305
4117,COMMUNITY ELECTRIC COOP,VA,11618
4794,CITY OF DANVILLE - (VA),VA,41776
8198,CITY OF HARRISONBURG - (VA),VA,21575
84,A & N ELECTRIC COOP,VA,36910
10171,KENTUCKY UTILITIES CO,KY,566736
11011,LICKING VALLEY RURAL E C C,KY,17597
11249,LOUISVILLE GAS & ELECTRIC CO,KY,430394
12243,MEADE COUNTY RURAL E C C,KY,30975
13651,NOLIN RURAL ELECTRIC COOP CORP,KY,36903
14251,OWEN ELECTRIC COOP INC,KY,65230
14268,CITY OF OWENSBORO - (KY),KY,26273
14371,CITY OF PADUCAH - (KY),KY,22611
14724,PENNYRILE RURAL ELECTRIC COOP,KY,46062
16587,SALT RIVER ELECTRIC COOP CORP,KY,55624
17044,"SHELBY ENERGY CO-OP, INC",KY,17455
1708,BIG SANDY RURAL ELEC COOP CORP,KY,12764
17564,SOUTH KENTUCKY RURAL E C C,KY,70762
18498,TAYLOR COUNTY RURAL E C C,KY,27900
1886,BLUE GRASS ENERGY COOP CORP,KY,61945
19446,DUKE ENERGY KENTUCKY,KY,148900
20130,WARREN RURAL ELEC COOP CORP,KY,72627
20377,WEST KENTUCKY RURAL E C C,KY,39163
2056,CITY OF BOWLING GREEN - (KY),KY,31616
3687,CLARK ENERGY COOP INC - (KY),KY,27644
4622,"CUMBERLAND VALLEY ELECTRIC, INC.",KY,24047
6194,FARMERS RURAL ELECTRIC COOP CORP - (KY),KY,26452
6442,FLEMING-MASON ENERGY COOP INC,KY,25734
6708,CITY OF FRANKFORT - (KY),KY,21171
7558,GRAYSON RURAL ELECTRIC COOP CORP,KY,15504
8449,HENDERSON CITY UTILITY COMM,KY,11936
8846,CITY OF HOPKINSVILLE,KY,12869
9292,INTER COUNTY ENERGY COOP CORP,KY,27719
9575,JACKSON ENERGY COOP CORP - (KY),KY,52719
9605,JACKSON PURCHASE ENERGY CORPORATION,KY,30459
9964,KENERGY CORP,KY,59064
13676,"NORTH ARKANSAS ELEC COOP, INC",AR,38259
13718,CITY OF NORTH LITTLE ROCK - (AR),AR,39748
14289,OZARKS ELECTRIC COOP CORP - (AR),AR,85093
14446,PARAGOULD LIGHT & WATER COMM,AR,14211
14864,PETIT JEAN ELECTRIC COOP CORP,AR,20703
1581,CITY OF BENTON - (AR),AR,14777
1586,CITY OF BENTONVILLE - (AR),AR,27118
17540,"SOUTH CENTRAL ARK EL COOP, INC",AR,10517
17671,SOUTHWEST ARKANSAS E C C,AR,28866
20382,CITY OF WEST MEMPHIS - (AR),AR,11855
20963,WOODRUFF ELECTRIC COOP CORP,AR,19937
2678,C & L ELECTRIC COOP CORP,AR,22247
3093,CARROLL ELECTRIC COOP CORP - (AR),AR,113815
3712,CLAY COUNTY ELECTRIC COOP CORP,AR,13200
4280,CONWAY CORPORATION,AR,33263
4509,CRAIGHEAD ELECTRIC COOP CORP,AR,31203
6342,FIRST ELECTRIC COOP CORP,AR,100458
814,ENTERGY ARKANSAS LLC,AR,725187
817,ARKANSAS VALLEY ELEC COOP CORP,AR,61961
9879,CITY WATER AND LIGHT PLANT,AR,39720
11241,ENTERGY LOUISIANA LLC,LA,1102550
13478,"ENTERGY NEW ORLEANS, LLC",LA,208865
13783,NORTHEAST LOUISIANA POWER COOP INC.,LA,17538
1458,"BEAUREGARD ELECTRIC COOP, INC",LA,43980
15175,POINTE COUPEE ELEC MEMBER CORP,LA,10658
16463,CITY OF RUSTON - (LA),LA,11531
17565,SOUTH LOUISIANA ELEC COOP ASSN,LA,21430
17684,SOUTHWEST LOUISIANA E M C,LA,114256
21567,"WASHINGTON-ST TAMMANY E C, INC",LA,54475
298,CITY OF ALEXANDRIA - (LA),LA,23441
3265,CLECO POWER LLC,LA,292770
3641,"CLAIBORNE ELECTRIC COOP, INC",LA,24236
4153,"CONCORDIA ELECTRIC COOP, INC",LA,13804
5202,DIXIE ELECTRIC MEMBERSHIP CORP,LA,115265
8884,TERREBONNE PARISH CONSOL GOV'T,LA,13757
9096,CITY OF LAFAYETTE - (LA),LA,70865
9682,"JEFFERSON DAVIS ELEC COOP, INC",LA,10257
11519,MAGNOLIA ELECTRIC POWER ASSN,MS,32914
12685,ENTERGY MISSISSIPPI LLC,MS,459673
12686,MISSISSIPPI POWER CO,MS,191431
13227,NATCHEZ TRACE ELEC POWER ASSN,MS,16084
13412,CITY OF NEW ALBANY - (MS),MS,11148
13735,NORTHCENTRAL MISSISSIPPI E P A,MS,34549
14275,CITY OF OXFORD - (MS),MS,10175
14563,PEARL RIVER VALLEY EL PWR ASSN,MS,52678
15211,PONTOTOC ELECTRIC POWER ASSN,MS,20202
15334,PRENTISS COUNTY ELEC PWR ASSN,MS,14036
17252,SINGING RIVER ELEC COOPERATIVE,MS,78324
17647,SOUTHERN PINE ELECTRIC COOPERATIVE,MS,69822
17683,SOUTHWEST MISSISSIPPI E P A,MS,25559
18006,CITY OF STARKVILLE,MS,14294
18447,TALLAHATCHIE VALLEY E P A,MS,28288
18943,TIPPAH ELECTRIC POWER ASSN,MS,15862
18951,TISHOMINGO COUNTY E P A,MS,13803
18961,TWIN COUNTY ELECTRIC PWR ASSN,MS,12107
19007,TOMBIGBEE ELECTRIC POWER ASSN,MS,45120
19273,CITY OF TUPELO - (MS),MS,15604
21114,YAZOO VALLEY ELEC POWER ASSN,MS,10452
22815,DELTA ELECTRIC POWER ASSN,MS,28738
276,ALCORN COUNTY ELEC POWER ASSN,MS,18955
2849,CENTRAL ELECTRIC POWER ASSN - (MS),MS,38271
3841,COAST ELECTRIC POWER ASSN,MS,87535
40302,NORTH EAST MISSISSIPPI EPA,MS,28498
40303,MONROE COUNTY ELEC POWER ASSN,MS,11603
4068,CITY OF COLUMBUS - (MS),MS,12698
5175,DIXIE ELECTRIC POWER ASSN,MS,40789
5578,EAST MISSISSIPPI ELEC PWR ASSN,MS,13075
6641,4-COUNTY ELECTRIC POWER ASSN,MS,50331
8748,CITY OF HOLLY SPRINGS,MS,11983
12087,MCKENZIE ELECTRIC COOP INC,ND,13456
12199,MONTANA-DAKOTA UTILITIES CO,ND,144561
12301,NODAK ELECTRIC COOP INC,ND,20769
12899,MOR-GRAN-SOU ELECTRIC COOP INC,ND,10222
13196,NORTHERN PLAINS ELECTRIC COOP,ND,11869
19790,VERENDRYE ELECTRIC COOP INC,ND,16586
20413,MOUNTRAIL-WILLIAMS ELEC COOP,ND,18582
24949,CASS COUNTY ELEC COOP INC,ND,56631
2985,"CAPITAL ELECTRIC COOP, INC",ND,21791
55959,ROUGHRIDER ELECTRIC COOPERATIV,ND,14975
13809,NORTHWESTERN ENERGY - (SD),SD,64386
17267,SIOUX VALLEY SW ELEC COOP,SD,27860
1769,"BLACK HILLS ELECTRIC COOP, INC",SD,11014
19293,SOUTHEASTERN ELECTRIC COOP INC - (SD),SD,21286
19545,"BLACK HILLS POWER, INC.",SD,75131
20187,WATERTOWN MUNICIPAL UTILITIES,SD,13697
20401,WEST RIVER ELECTRIC ASSN INC,SD,19357
2285,CITY OF BROOKINGS - (SD),SD,11726
3461,CHEYENNE LIGHT FUEL & POWER,SD,44415
56146,"BLACK HILLS COLORADO ELECTRIC, LLC",SD,100423
15270,POTOMAC ELECTRIC POWER CO,DC,
55937,ENTERGY TEXAS INC.,TX,493592
17698,SOUTHWESTERN ELECTRIC POWER CO,OK,551152
4226,CONSOLIDATED EDISON CO-NY INC,NY,3593840
13573,NIAGARA MOHAWK POWER CORP.,NY,1708924
11171,LONG ISLAND POWER AUTHORITY,NY,1151521
13511,NEW YORK STATE ELEC & GAS CORP,NY,916522
16183,ROCHESTER GAS & ELECTRIC CORP,NY,390455
3249,CENTRAL HUDSON GAS & ELEC CORP,NY,322086
14154,ORANGE & ROCKLAND UTILS INC,NY,240209
9645,JAMESTOWN BOARD OF PUBLIC UTIL,NY,18583
5930,VILLAGE OF FAIRPORT - (NY),NY,17826
6775,VILLAGE OF FREEPORT - (NY),NY,15161
16217,VILLAGE OF ROCKVILLE CENTRE - (NY),NY,10805
15145,CITY OF PLATTSBURGH - (NY),NY,10196
11804,MASSACHUSETTS ELECTRIC CO,MA,1353871
13206,NANTUCKET ELECTRIC CO,MA,14166
14328,PACIFIC GAS & ELECTRIC CO.,CA,5604453
17609,SOUTHERN CALIFORNIA EDISON CO,CA,5223105
16609,SAN DIEGO GAS & ELECTRIC CO,CA,1499750
11208,LOS ANGELES DEPARTMENT OF WATER & POWER,CA,1488920
16534,SACRAMENTO MUNICIPAL UTIL DIST,CA,647097
61432,CENTRAL COAST COMMUNITY ENERGY,CA,443755
9216,IMPERIAL IRRIGATION DISTRICT,CA,161630
12745,MODESTO IRRIGATION DISTRICT,CA,132213
590,CITY OF ANAHEIM - (CA),CA,122391
16088,CITY OF RIVERSIDE - (CA),CA,112235
19281,TURLOCK IRRIGATION DISTRICT,CA,94399
7294,CITY OF GLENDALE - (CA),CA,90283
16295,CITY OF ROSEVILLE - (CA),CA,66941
14534,CITY OF PASADENA - (CA),CA,66452
16655,CITY OF SANTA CLARA - (CA),CA,59555
2507,CITY OF BURBANK WATER AND POWER,CA,53252
57483,LIBERTY UTILITIES,CA,49989
15783,CITY OF REDDING - (CA),CA,44544
207,ALAMEDA MUNICIPAL POWER,CA,36377
14401,CITY OF PALO ALTO - (CA),CA,29644
11124,CITY OF LODI - (CA),CA,25418
17612,BEAR VALLEY ELECTRIC SERVICE,CA,24678
4003,CITY OF COLTON - (CA),CA,20330
1050,CITY OF AZUSA,CA,16967
11148,CITY OF LOMPOC - (CA),CA,15181
19229,TRUCKEE DONNER P U D,CA,14602
1192,CITY OF BANNING - (CA),CA,13224
12312,MERCED IRRIGATION DISTRICT,CA,12498
10724,LASSEN MUNICIPAL UTILITY DISTRICT,CA,10715
10345,CITY OF KINSTON - (NC),NC,11881
10966,CITY OF LEXINGTON - (NC),NC,19555
11291,LUMBEE RIVER ELEC MEMBER CORP,NC,65036
11318,CITY OF LUMBERTON - (NC),NC,11517
12801,CITY OF MONROE - (NC),NC,11634
13416,CITY OF NEW BERN - (NC),NC,23911
14717,PEE DEE ELECTRIC MEMBER CORP,NC,21749
15023,PIEDMONT ELECTRIC MEMBER CORP,NC,33659
15671,RANDOLPH ELECTRIC MEMBER CORP,NC,33264
16101,ROANOKE ELECTRIC MEMBER CORP,NC,14226
16226,CITY OF ROCKY MOUNT - (NC),NC,28992
16496,RUTHERFORD ELEC MEMBER CORP,NC,74936
17572,SOUTH RIVER ELEC MEMBER CORP,NC,47127
18022,CITY OF STATESVILLE - (NC),NC,14342
18339,SURRY-YADKIN ELEC MEMBER CORP,NC,27873
1889,BLUE RIDGE ELEC MEMBER CORP - (NC),NC,79053
18957,TRI-COUNTY ELEC MEMBER CORP (NC),NC,26295
19108,TIDELAND ELECTRIC MEMBER CORP,NC,23676
19435,UNION ELECTRIC MEMBERSHIP CORP - (NC),NC,83575
19981,WAKE ELECTRIC MEMBERSHIP CORP,NC,52826
20142,CITY OF WASHINGTON - (NC),NC,14054
20785,CITY OF WILSON,NC,35857
21632,ENERGYUNITED ELEC MEMBER CORP,NC,136907
232,CITY OF ALBEMARLE - (NC),NC,12679
240,ALBEMARLE ELECTRIC MEMBER CORP,NC,13488
24889,BRUNSWICK ELECTRIC MEMBER CORP,NC,104462
3046,DUKE ENERGY PROGRESS - (NC),NC,1688589
3107,CARTERET-CRAVEN EL MEMBER CORP,NC,42141
3250,CENTRAL ELECTRIC MEMBERSHIP CORP. - (NC),NC,23965
4150,CITY OF CONCORD - (NC),NC,33289
5416,"DUKE ENERGY CAROLINAS, LLC",NC,2791712
5656,EDGECOMBE-MARTIN COUNTY E M C,NC,11670
5760,CITY OF ELIZABETH CITY - (NC),NC,13180
6235,FAYETTEVILLE PUBLIC WORKS COMMISSION,NC,84306
6640,FOUR COUNTY ELEC MEMBER CORP,NC,34177
6784,FRENCH BROAD ELEC MEMBER CORP,NC,40054
7027,CITY OF GASTONIA - (NC),NC,30102
719,TOWN OF APEX- (NC),NC,27178
7639,GREENVILLE UTILITIES COMM,NC,72148
7978,HALIFAX ELECTRIC MEMBER CORP,NC,12134
8333,HAYWOOD ELECTRIC MEMBER CORP,NC,28911
8571,TOWN OF HIGH POINT,NC,43313
9837,JONES-ONSLOW ELEC MEMBER CORP,NC,80681
10768,"LAURENS ELECTRIC COOP, INC",SC,61960
11019,LITTLE RIVER ELECTRIC COOP INC,SC,14991
11355,"LYNCHES RIVER ELEC COOP, INC",SC,21933
12462,MID-CAROLINA ELECTRIC COOP INC,SC,59262
13524,"NEWBERRY ELECTRIC COOP, INC",SC,13523
14164,CITY OF ORANGEBURG - (SC),SC,24598
14175,"TRI-COUNTY ELECTRIC COOP, INC (SC)",SC,18355
14398,PALMETTO ELECTRIC COOP INC,SC,77196
14557,"PEE DEE ELECTRIC COOP, INC",SC,31288
1613,BERKELEY ELECTRIC COOP INC,SC,119109
16195,CITY OF ROCK HILL - (SC),SC,40367
162,AIKEN ELECTRIC COOP INC,SC,50951
16606,"SANTEE ELECTRIC COOP, INC",SC,44370
17539,"DOMINION ENERGY SOUTH CAROLINA, INC",SC,781613
